guid,source_id,doc_id,scale,raw_text,text,text_lemmatized,lexical,structural,other,label,big_5_mapped_label
idonotlikereadingorhearingopinionsthatgoagainstmywayofthinking,IPIP,Q5742,CAT-PD,I do not like reading or hearing opinions that go against my way of thinking.,i do not like reading or hearing opinions that go against my way of thinking,i do not like reading or hearing opinion that go against my way of think,0,0,0,other_item,agreeableness
idonotlikerunningerrandsforothers,IPIP,Q2100,IPIP,I do not like running errands for others.,i do not like running errands for others,i do not like run errand for other,0,0,0,other_item,agreeableness
idonotlikeseeingpeopledressedcarelessly,IPIP,Q2300,IPIP,I do not like seeing people dressed carelessly.,i do not like seeing people dressed carelessly,i do not like see people dress carelessly,0,0,0,other_item,openness
idonotlikesex,IPIP,Q2223,IPIP,I do not like sex.,i do not like sex,i do not like sex,0,0,0,other_item,openness
idonotliketheideaofchange,IPIP,Q839,NEO-PI-R,I do not like the idea of change.,i do not like the idea of change,i do not like the idea of change,0,1,1,big5_item,openness
idonotliketodrawattentiontomyself,IPIP,Q3327,AB5C,I do not like to draw attention to myself.,i do not like to draw attention to myself,i do not like to draw attention to myself,1,1,1,big5_item,extraversion
idonotliketogetdressedup,IPIP,Q5606,7FACTOR,I do not like to get dressed up.,i do not like to get dressed up,i do not like to get dress up,1,1,1,big5_item,extraversion
idonotliketogetinvolvedinotherpeopleproblems,IPIP,Q479,16PF,I do not like to get involved in other people problems.,i do not like to get involved in other people problems,i do not like to get involve in other people problem,0,0,1,other_item,agreeableness
idonotliketogetmypicturetaken,OpenPsychometrics,Q5171,MEIS,I do not like to get my picture taken.,i do not like to get my picture taken,i do not like to get my picture take,0,0,0,big5_item,extraversion
idonotliketolearnnewthings,IPIP,Q2701,VIA,I do not like to learn new things.,i do not like to learn new things,i do not like to learn new thing,0,0,1,other_item,openness
idonotliketoponderoverthings,IPIP,Q3328,AB5C,I do not like to ponder over things.,i do not like to ponder over things,i do not like to ponder over thing,1,1,1,big5_item,openness
idonotliketospendmoney,IPIP,Q2248,IPIP,I do not like to spend money.,i do not like to spend money,i do not like to spend money,0,0,0,other_item,extraversion
idonotliketotravel,IPIP,Q4250,6FPQ,I do not like to travel.,i do not like to travel,i do not like to travel,0,0,1,big5_item,openness
idonotliketovisitmuseums,IPIP,Q2523,VIA,I do not like to visit museums.,i do not like to visit museums,i do not like to visit museum,0,0,1,other_item,openness
idonotlosemyhead,IPIP,Q3184,AB5C,I do not lose my head.,i do not lose my head,i do not lose my head,1,1,1,big5_item,neuroticism
idonotmakeabigdealaboutgiftsthatireceive,IPIP,Q2486,VIA,I do not make a big deal about gifts that I receive.,i do not make a big deal about gifts that i receive,i do not make a big deal about gift that i receive,0,0,1,other_item,agreeableness
idonotmakeeyecontactwhenitalkwithpeople,OpenPsychometrics,Q5187,MEIS,I do not make eye contact when I talk with people.,i do not make eye contact when i talk with people,i do not make eye contact when i talk with people,0,0,0,big5_item,extraversion
idonotmakelists,IPIP,Q1631,IPIP,I do not make lists.,i do not make lists,i do not make list,0,0,0,other_item,conscientiousness
idonotmakepoliteexcuses,IPIP,Q1582,IPIP,I do not make polite excuses.,i do not make polite excuses,i do not make polite excuse,0,0,0,other_item,agreeableness
idonotmindaskingforfavors,IPIP,Q1606,IPIP,I do not mind asking for favors.,i do not mind asking for favors,i do not mind ask for favors,0,0,0,other_item,extraversion
idonotmindbeingthecenterofattention,IPIP,Q3330,AB5C,I do not mind being the center of attention.,i do not mind being the center of attention,i do not mind be the center of attention,1,1,1,big5_item,extraversion
idonotmindeatingalone,IPIP,Q3331,AB5C,I do not mind eating alone.,i do not mind eating alone,i do not mind eat alone,1,1,1,big5_item,extraversion
idonotmindothersmakingfunofme,IPIP,Q2021,IPIP,I do not mind others making fun of me.,i do not mind others making fun of me,i do not mind other make fun of me,0,0,0,other_item,neuroticism
idonotmissgroupmeetingsorteampractices,IPIP,Q2617,VIA,I do not miss group meetings or team practices.,i do not miss group meetings or team practices,i do not miss group meeting or team practice,0,0,1,other_item,conscientiousness
idonotpayattention,IPIP,Q3332,AB5C,I do not pay attention.,i do not pay attention,i do not pay attention,1,1,1,big5_item,conscientiousness
idonotpayenoughattentionwhenothersarespeakingtome,IPIP,Q2380,ADHDS,I do not pay enough attention when others are speaking to me.,i do not pay enough attention when others are speaking to me,i do not pay enough attention when other be speak to me,0,0,0,other_item,conscientiousness
idonotpaymuchattentiontothematerialobjectsotherpeopleown,IPIP,Q1978,IPIP,I do not pay much attention to the material objects other people own.,i do not pay much attention to the material objects other people own,i do not pay much attention to the material object other people own,0,0,0,other_item,extraversion
idonotplacemuchemphasisontheamountofmaterialobjectspeopleownasasignoftheirsuccess,IPIP,Q1966,IPIP,I do not place much emphasis on the amount of material objects people own as a sign of their success.,i do not place much emphasis on the amount of material objects people own as a sign of their success,i do not place much emphasis on the amount of material object people own as a sign of their success,0,0,0,other_item,neuroticism
idonotplanahead,IPIP,Q3310,AB5C,I do not plan ahead.,i do not plan ahead,i do not plan ahead,1,1,1,big5_item,conscientiousness
idonotplananythingveryfarinadvance,IPIP,Q1409,IPIP,I do not plan anything very far in advance.,i do not plan anything very far in advance,i do not plan anything very far in advance,0,0,0,other_item,conscientiousness
idonotpracticeanyreligion,IPIP,Q2730,VIA,I do not practice any religion.,i do not practice any religion,i do not practice any religion,0,0,1,other_item,agreeableness
idonotpretendtobemorethaniam,IPIP,Q5993,HEXACO,I do not pretend to be more than I am.,i do not pretend to be more than i am,i do not pretend to be more than i be,0,0,1,big5_item,agreeableness
idonotpridemyselfonbeingoriginal,IPIP,Q2454,VIA,I do not pride myself on being original.,i do not pride myself on being original,i do not pride myself on be original,0,0,1,other_item,openness
idonotputalotofthoughtintothings,IPIP,Q2948,CPI,I do not put a lot of thought into things.,i do not put a lot of thought into things,i do not put a lot of thought into thing,0,0,1,other_item,agreeableness
idonotputmymindonthetaskathand,IPIP,Q1030,BFAS,I do not put my mind on the task at hand.,i do not put my mind on the task at hand,i do not put my mind on the task at hand,1,1,1,big5_item,conscientiousness
idonotquitataskbeforeitisfinished,IPIP,Q2451,VIA,I do not quit a task before it is finished.,i do not quit a task before it is finished,i do not quit a task before it be finished,0,0,1,other_item,conscientiousness
idonotreadnonfictionbooksforfun,IPIP,Q2686,VIA,I do not read nonfiction books for fun.,i do not read nonfiction books for fun,i do not read nonfiction book for fun,0,0,1,other_item,openness
idonotrevealmyintentions,IPIP,Q1662,IPIP,I do not reveal my intentions.,i do not reveal my intentions,i do not reveal my intention,0,0,0,other_item,extraversion
idonotseetheconsequencesofthings,IPIP,Q932,NEO-PI-R,I do not see the consequences of things.,i do not see the consequences of things,i do not see the consequence of thing,0,1,1,big5_item,conscientiousness
idonotseetheneedtoacknowledgeotherswhoaregoodtome,IPIP,Q2554,VIA,I do not see the need to acknowledge others who are good to me.,i do not see the need to acknowledge others who are good to me,i do not see the need to acknowledge other who be good to me,0,0,1,other_item,agreeableness
idonotseethingsthrough,IPIP,Q3333,AB5C,I do not see things through.,i do not see things through,i do not see thing through,1,1,1,big5_item,conscientiousness
idonotshowmyfeelings,IPIP,Q2688,IPIP,I do not show my feelings.,i do not show my feelings,i do not show my feeling,0,0,0,other_item,extraversion
idonotsoftenthetruth,IPIP,Q1568,IPIP,I do not soften the truth.,i do not soften the truth,i do not soften the truth,0,0,0,other_item,conscientiousness
idonotspeakmymindfreelywhentheremightbenegativeresults,IPIP,Q2464,VIA,I do not speak my mind freely when there might be negative results.,i do not speak my mind freely when there might be negative results,i do not speak my mind freely when there might be negative result,0,0,1,other_item,extraversion
idonotstandupformybeliefs,IPIP,Q2717,VIA,I do not stand-up for my beliefs.,i do not stand-up for my beliefs,i do not stand up for my belief,0,0,1,other_item,conscientiousness
idonotstriveforeleganceinmyappearance,IPIP,Q5994,HEXACO,I do not strive for elegance in my appearance.,i do not strive for elegance in my appearance,i do not strive for elegance in my appearance,0,0,1,big5_item,agreeableness
idonottakenewsatfacevalue,IPIP,Q1609,IPIP,I do not take news at face value.,i do not take news at face value,i do not take news at face value,0,0,0,other_item,openness
idonottalkalot,IPIP,Q5607,7FACTOR,I do not talk a lot.,i do not talk a lot,i do not talk a lot,1,1,1,big5_item,extraversion
idonottalkbadlytooutsidersaboutmyowngroup,IPIP,Q2502,VIA,I do not talk badly to outsiders about my own group.,i do not talk badly to outsiders about my own group,i do not talk badly to outsider about my own group,0,0,1,other_item,agreeableness
idonottendtostickwithwhatidecidetodo,IPIP,Q2665,VIA,I do not tend to stick with what I decide to do.,i do not tend to stick with what i decide to do,i do not tend to stick with what i decide to do,0,0,1,other_item,conscientiousness
idonottendtothinkthingsthroughcritically,IPIP,Q2449,VIA,I do not tend to think things through critically.,i do not tend to think things through critically,i do not tend to think thing through critically,0,0,1,other_item,conscientiousness
idonotthinkaboutdecisions,IPIP,Q2936,CPI,I do not think about decisions.,i do not think about decisions,i do not think about decision,0,0,1,other_item,conscientiousness
idonotthinkaboutdifferentpossibilitieswhenmakingdecisions,IPIP,Q2593,VIA,I do not think about different possibilities when making decisions.,i do not think about different possibilities when making decisions,i do not think about different possibility when make decision,0,0,1,other_item,conscientiousness
idonotthinkaboutmorepossibilitiesthantheoneilikefirst,IPIP,Q2503,VIA,I do not think about more possibilities than the one I like first.,i do not think about more possibilities than the one i like first,i do not think about more possibility than the one i like first,0,0,1,other_item,openness
idonotthinkaswellasiusedto,IPIP,Q2173,IPIP,I do not think as well as I used to.,i do not think as well as i used to,i do not think as well as i use to,0,0,0,other_item,openness
idonotthinkishouldhavetowaitinlineslikeothers,IPIP,Q5691,CAT-PD,I do not think I should have to wait in lines like others.,i do not think i should have to wait in lines like others,i do not think i should have to wait in line like other,0,0,0,other_item,agreeableness
idonotthinkitisimportanttosocializewithothers,IPIP,Q2649,VIA,I do not think it is important to socialize with others.,i do not think it is important to socialize with others,i do not think it be important to socialize with other,0,0,1,other_item,extraversion
idonotthinklawsapplytome,IPIP,Q3335,AB5C,I do not think laws apply to me.,i do not think laws apply to me,i do not think law apply to me,1,1,1,big5_item,conscientiousness
idonotthinkmuchaboutsex,IPIP,Q2308,CAT-PD,I do not think much about sex.,i do not think much about sex,i do not think much about sex,0,0,0,other_item,agreeableness
idonotthinkoftomorrow,IPIP,Q1907,IPIP,I do not think of tomorrow.,i do not think of tomorrow,i do not think of tomorrow,0,0,0,other_item,conscientiousness
idonotthinkthatiambetterthanotherpeople,IPIP,Q5995,HEXACO,I do not think that I am better than other people.,i do not think that i am better than other people,i do not think that i be better than other people,0,0,1,big5_item,agreeableness
idonotthinkthatschoolingisimportant,IPIP,Q1616,IPIP,I do not think that schooling is important.,i do not think that schooling is important,i do not think that schooling be important,0,0,0,other_item,conscientiousness
idonottoleratecritics,IPIP,Q4253,6FPQ,I do not tolerate critics.,i do not tolerate critics,i do not tolerate critic,0,0,1,big5_item,agreeableness
idonottrytofiguremyselfout,IPIP,Q2031,SELF-CONSC,I do not try to figure myself out.,i do not try to figure myself out,i do not try to figure myself out,0,0,0,other_item,openness
idonottrytogeteven,IPIP,Q2597,VIA,I do not try to get even.,i do not try to get even,i do not try to get even,0,0,1,other_item,agreeableness
idonotunderstandpeoplewhogetemotional,IPIP,Q3336,AB5C,I do not understand people who get emotional.,i do not understand people who get emotional,i do not understand people who get emotional,1,1,1,big5_item,agreeableness
idonotunderstandthings,IPIP,Q3337,AB5C,I do not understand things.,i do not understand things,i do not understand thing,1,1,1,big5_item,conscientiousness
